matchId,blueSideChampionWrChance
4519157822,-0.10232068804996475
4523371949,0.00012008981128913687
4521474530,-0.04414346157938909
4524384067,-0.035753669366531904
4436033771,-0.08330415314817374
4475365709,-0.01938129430179275
4493010632,0.034325914087434406
4496759358,-0.08004484490570385
4443048030,-0.02016271708263717
4509433346,-0.1539512911279401
4452162573,0.053913306046911136
4453038156,0.020343441755461766
4515594785,0.06364076111269501
4524924257,-0.15541241820723883
4516505202,0.08214930857791525
4482120064,-0.040331716356420966
4523758462,-0.001990858339031787
4503636905,0.06403573169475407
4486384947,-0.048624048439829815
4457103291,-0.08607881788039434
4472164226,0.010395498551268312
4445294621,-0.015134683053344089
4480384157,-0.07948924684483899
4520898233,0.03707881409919378
4522124566,-0.0038854852351945524
4523978853,-0.057624305735554326
4507834811,0.05783953078061643
4501319968,-0.05129514483368125
4519148589,0.04901148552714679
4484877784,0.021515192080721723
4466931235,-0.01787902401816871
4524189570,0.105519447045136
4503380070,-0.0021957412508954444
4497858921,-0.07860015836729517
4509242024,-0.02717116430006966
4524296550,0.011245487523055653
4516034199,0.013218420942302911
4504386463,-0.13212122267382387
4523799496,-0.03680806367830336
4379931850,0.026594896553472913
4523858150,-0.007964918952047095
4459778854,0.013910708523993398
4499523222,0.13942680248511125
4477029310,-0.11148997236523062
4525037711,-0.008759235574447022
4459414345,-0.06496772385501876
4505664040,0.05323123859968315
4439587692,-0.03196253072673061
4508000311,0.018816727475463757
4513365614,-0.17382066422207593
4473252742,0.13286051647864322
4438138890,-0.03436850324155183
4467008289,-0.07769365013682322
4492625917,0.01850742977918901
4502901044,-0.05331022316596207
4467732013,0.016464344815277365
4514402510,0.06698036171961674
4521277262,0.048379087877764126
4521752962,-0.11449211545500759
4514070165,0.09182094986426492
4525056568,-0.0602120249076179
4521255103,-0.001053532908402377
4510728488,-0.024761942636793544
4516919746,0.24312832435191478
4499868617,0.03487244216613905
4514234813,0.12905701190311886
4513591449,-0.0004954811615531796
4471416203,-0.05583717448188191
4521227315,-0.00010726302234365104
4424144387,0.005468673496418552
4517806218,0.04277738283866467
4479974478,0.08346582834133509
4423018162,0.1612655714750449
4518401885,-0.17060319707809157
4525208730,0.053113783538040416
4512774492,-0.02202675911593721
4522772001,0.013137953896856569
4464439713,0.0516742690229236
4479823004,0.20118334323376225
4507330276,-0.09425144909273442
4447392049,-0.07778998610327864
4521089901,0.0052996787510010135
4427944005,-0.17018810144861168
4509784380,0.059691810126551115
4524411421,0.025667508465841815
4519898107,-0.0021013032769793827
4517633575,-0.027457449998870342
4521948875,0.030902460872061388
4509102299,0.0382899025847544
4525041896,-0.0797302972021694
4515706467,-0.11329704524915007
4476006621,-0.13105792937555405
4499940691,0.048660380783544344
4426644547,0.09721103870188419
4525072812,-0.06030231159955357
4524217548,0.12086677316635186
4499622849,0.030281359560022536
4499844894,0.02244065949047358
4460534353,-0.060290963907589146
4495269641,-0.15436121009461168
4524995677,-0.07522408307359074
4464596479,-0.010612159471609539
4452452649,0.012195085825165819
4420481816,0.08992029587573425
4412895789,0.1079371514150228
4525114135,-0.15672495674307635
4496624699,0.0033797514752079705
4522663961,0.0003108146091045372
4522251387,-0.05552819665782144
4472377536,0.028166935687635952
4466226469,0.15079208994674498
4473936532,0.022830333671871372
4524445302,0.01638585306643281
4459740551,-0.17665177542850447
4463542711,0.08741171341227283
4508629003,0.029432326467467296
4475094281,0.11195559911697217
4513430767,0.057819618772649406
4508634893,-0.028006936599332677
4522792360,0.12822216919368684
4507927084,-0.10897232909574117
4522505411,-0.0004561710054405421
4454104215,0.016396011378519537
4516166112,-0.02695376393722676
4454239214,0.06649072264379552
4517801069,0.050855592240678815
4518738712,0.2020553100088569
4497571086,0.014340479753021218
4477243448,-0.23189088181553547
4386507847,-0.05668179500359871
4474136526,0.03211720899366921
4523618632,0.07699378903600368
